geneid	genesymbol	genename	imageseriesid	plane	entrezgeneid	ncbiaccessionnumber
107126	Hook3	hook homolog 3 (Drosophila)	1197	coronal	320191	NM_207659
107126	Hook3	hook homolog 3 (Drosophila)	1198	sagittal	320191	NM_207659
107128	B430203M17Rik	RIKEN cDNA B430203M17 gene	69527950	sagittal	320193	NM_177096
107132	D830046C22Rik	RIKEN cDNA D830046C22 gene	71021167	sagittal	320197	NM_177097
107136	4930412M03Rik	RIKEN cDNA 4930412M03 gene	72182941	sagittal	320201	NM_177098
107136	4930412M03Rik	RIKEN cDNA 4930412M03 gene	77924412	sagittal	320201	NM_177098
107137	Lefty2	Left-right determination factor 2	77620828	sagittal	320202	NM_177099
107138	C130071C03Rik	RIKEN cDNA C130071C03 gene	69530840	sagittal	320203	NM_177100
107139	4833442J19Rik	RIKEN cDNA 4833442J19 gene	73712846	sagittal	320204	NM_177101
107142	Pik3r5	phosphoinositide-3-kinase, regulatory subunit 5, p101	75988403	sagittal	320207	NM_177320
107143	A830041P22Rik	RIKEN cDNA A830041P22 gene	68844403	sagittal	320208	NM_177102
107143	A830041P22Rik	RIKEN cDNA A830041P22 gene	75651161	coronal	320208	NM_177102
107144	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	69626723	sagittal	320209	NM_001003919
107148	Senp5	SUMO/sentrin specific peptidase 5	74821925	sagittal	320213	NM_177103
107149	4932425I24Rik	RIKEN cDNA 4932425I24 gene	70305024	sagittal	320214	XM_489540
107155	C130096N06Rik	RIKEN cDNA C130096N06 gene	70231893	sagittal	320220	XM_484001
107155	C130096N06Rik	RIKEN cDNA C130096N06 gene	73635978	coronal	320220	XM_484001
107159	F830004M19Rik	RIKEN cDNA F830004M19 gene	70276783	sagittal	320224	NM_177106
107161	4930473A06Rik	RIKEN cDNA 4930473A06 gene	70528151	sagittal	320226	XM_485408
107165	C130023O10Rik	RIKEN cDNA C130023O10 gene	71808558	sagittal	320230	NM_177110
107169	Ccdc66	coiled-coil domain containing 66	69671786	sagittal	320234	NM_177111
107171	A730037L19Rik	RIKEN cDNA A730037L19 gene	71494726	sagittal	320236	NM_177112
107172	6330419J24Rik	RIKEN cDNA 6330419J24 gene	69104150	sagittal	320237	NM_183030
107179	Ttll5	tubulin tyrosine ligase like family 5	68157391	sagittal	320244	XM_126935
107184	D130009I18Rik	RIKEN cDNA D130009I18 gene	71021164	sagittal	320249	XM_488723
107188	March3	membrane-associated ring finger (C3HC4) 3	71020994	sagittal	320253	NM_177115
107190	C230029D21Rik	RIKEN cDNA C230029D21 gene	71496083	sagittal	320255	NM_177116
107191	Dlec1	deleted in lung and esophageal cancer 1	71809424	sagittal	320256	XM_486268
107197	A830073O21Rik	RIKEN cDNA A830073O21 gene	67815960	sagittal	320262	NM_177118
107197	A830073O21Rik	RIKEN cDNA A830073O21 gene	74819036	coronal	320262	NM_177118
107197	A830073O21Rik	RIKEN cDNA A830073O21 gene	77800947	sagittal	320262	NM_177118
107199	6030470M02Rik	RIKEN cDNA 6030470M02 gene	71380520	sagittal	320264	NM_177119
107201	D130060J02Rik	RIKEN cDNA D130060J02 gene	70238609	sagittal	320266	NM_177120
107202	Fubp3	far upstream element (FUSE) binding protein 3	74359724	sagittal	320267	XM_130112
107203	B930095G15Rik	RIKEN cDNA B930095G15 gene	69528028	sagittal	320268	NM_177121
107204	D030063F01Rik	RIKEN cDNA D030063F01 gene	70238064	sagittal	320269	NM_177122
107204	D030063F01Rik	RIKEN cDNA D030063F01 gene	73931628	coronal	320269	NM_177122
107206	A930041I02Rik	RIKEN cDNA A930041I02 gene	70228663	sagittal	320271	NM_178778
107206	A930041I02Rik	RIKEN cDNA A930041I02 gene	74581420	coronal	320271	NM_178778
107212	C230086A09Rik	RIKEN cDNA C230086A09 gene	69530923	sagittal	320277	XM_484441
107224	B830004H01Rik	RIKEN cDNA B830004H01 gene	69527974	sagittal	320289	NM_177127
107227	Rasgef1b	RasGEF domain family, member 1B	68798495	sagittal	320292	NM_145839
107227	Rasgef1b	RasGEF domain family, member 1B	71358553	coronal	320292	NM_145839
107230	C920006O11Rik	RIKEN cDNA C920006O11 gene	74822582	sagittal	320295	XM_489286
107234	Iqcb1	IQ calmodulin-binding motif containing 1	69080729	sagittal	320299	NM_177128
107237	Glt28d2	glycosyltransferase 28 domain containing 2	69407720	sagittal	320302	NM_177130
107240	9530009G21Rik	RIKEN cDNA 9530009G21 gene	70228179	sagittal	320305	NM_177131
107244	1520401A03Rik	RIKEN cDNA 1520401A03 gene	71492838	sagittal	320309	NM_177132
107246	Rnf152	ring finger protein 152	72000165	sagittal	320311	NM_178779
107246	Rnf152	ring finger protein 152	75043151	coronal	320311	NM_178779
107247	A430035B10Rik	RIKEN cDNA A430035B10 gene	71809226	sagittal	320312	XM_489125
107254	E330018D03Rik	RIKEN cDNA E330018D03 gene	73712744	sagittal	320319	NM_177133
107256	9430077A04Rik	RIKEN cDNA 9430077A04 gene	70228161	sagittal	320321	NM_177134
107258	A930038B10Rik	RIKEN cDNA A930038B10 gene	69514488	sagittal	320323	XM_488701
107268	D830030K20Rik	RIKEN cDNA D830030K20 gene	71809443	sagittal	320333	NM_177135
107268	D830030K20Rik	RIKEN cDNA D830030K20 gene	73930807	coronal	320333	NM_177135
107271	9030227G01Rik	RIKEN cDNA 9030227G01 gene	70717371	sagittal	320336	NM_177136
107274	6720469N11Rik	RIKEN cDNA 6720469N11 gene	69445421	sagittal	320339	NM_177138
107278	Lypd6	LY6/PLAUR domain containing 6	69671732	sagittal	320343	NM_177139
107278	Lypd6	LY6/PLAUR domain containing 6	77332684	coronal	320343	NM_177139
107286	D230037D09Rik	RIKEN cDNA D230037D09 gene	69608893	sagittal	320351	NM_177140
107287	E230002P03Rik	RIKEN cDNA E230002P03 gene	70239015	sagittal	320352	NM_177141
107290	D930038D03Rik	RIKEN cDNA D930038D03 gene	70238824	sagittal	320355	NM_177142
107295	Ric3	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)	75831720	sagittal	320360	NM_178780
107300	Fry	furry homolog (Drosophila)	70305174	sagittal	320365	XM_488539
107301	A630082N15Rik	RIKEN cDNA A630082N15 gene	71494702	sagittal	320366	NM_177144
107311	Bcorl1	BCL6 co-repressor-like 1	69816500	sagittal	320376	NM_178782
107312	9330175E14Rik	RIKEN cDNA 9330175E14 gene	70228101	sagittal	320377	NM_177146
107314	D630028G08Rik	RIKEN cDNA D630028G08 gene	70946249	sagittal	320379	NM_177147
107318	B230317F23Rik	RIKEN cDNA B230317F23 gene	69527824	sagittal	320383	NM_177148
107322	D930030O05Rik	RIKEN cDNA D930030O05 gene	70238818	sagittal	320387	NM_177149
107329	Cenpt	centromere protein T	69672677	sagittal	320394	NM_177150
107333	Lrig3	leucine-rich repeats and immunoglobulin-like domains 3	75988235	sagittal	320398	NM_177152
107334	C230009H10Rik	RIKEN cDNA C230009H10 gene	69530870	sagittal	320399	NM_177153
107334	C230009H10Rik	RIKEN cDNA C230009H10 gene	72472761	coronal	320399	NM_177153
107335	A330023F24Rik	RIKEN cDNA A330023F24 gene	79913156	sagittal	320400	NM_177154
107339	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	69735640	sagittal	320404	XM_205854
107339	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	73520992	coronal	320404	XM_205854
107340	Cadps2	Ca2+-dependent activator protein for secretion 2	69540266	sagittal	320405	NM_153163
107340	Cadps2	Ca2+-dependent activator protein for secretion 2	73817429	coronal	320405	NM_153163
107342	Klri2	killer cell lectin-like receptor family I member 2	72471707	sagittal	320407	NM_177155
107346	A730089K16Rik	RIKEN cDNA A730089K16 gene	69449008	sagittal	320411	NM_177156
107350	Gchfr	GTP cyclohydrolase I feedback regulator	69672820	sagittal	320415	NM_177157
107350	Gchfr	GTP cyclohydrolase I feedback regulator	74511806	coronal	320415	NM_177157
107364	Lba1	lupus brain antigen 1	70295984	sagittal	320429	XM_135191
107370	5830482F20Rik	RIKEN cDNA 5830482F20 gene	69838405	sagittal	320435	NM_177158
107375	9530091C08Rik	RIKEN cDNA 9530091C08 gene	69446947	sagittal	320440	NM_177159
107375	9530091C08Rik	RIKEN cDNA 9530091C08 gene	71249747	coronal	320440	NM_177159
107383	G630041M05Rik	RIKEN cDNA G630041M05 gene	69289021	sagittal	320448	XM_357124
107387	P4ha3	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III	69782634	sagittal	320452	NM_177161
107389	9930032O22Rik	RIKEN cDNA 9930032O22 gene	72471694	sagittal	320454	NM_177162
107391	B330016D10Rik	RIKEN cDNA B330016D10 gene	75197540	sagittal	320456	NM_177163
107393	9130206I24Rik	RIKEN cDNA 9130206I24 gene	69446559	sagittal	320458	XM_489057
107395	A830006F12Rik	RIKEN cDNA A830006F12 gene	69449014	sagittal	320460	NM_177164
107398	F630111L10Rik	RIKEN cDNA F630111L10 gene	69672210	sagittal	320463	NM_177165
107404	9930014A18Rik	RIKEN cDNA 9930014A18 gene	69447852	sagittal	320469	NM_177166
107408	A230048G03Rik	RIKEN cDNA A230048G03 gene	69080484	sagittal	320473	XM_283480
107408	A230048G03Rik	RIKEN cDNA A230048G03 gene	70560265	coronal	320473	XM_283480
107409	E030042O20Rik	RIKEN cDNA E030042O20 gene	71809494	sagittal	320474	XM_488947
107413	B230215L15Rik	RIKEN cDNA B230215L15 gene	69527782	sagittal	320478	NM_177170
107413	B230215L15Rik	RIKEN cDNA B230215L15 gene	74658020	coronal	320478	NM_177170
107413	B230215L15Rik	RIKEN cDNA B230215L15 gene	79906731	sagittal	320478	NM_177170
107413	B230215L15Rik	RIKEN cDNA B230215L15 gene	79906733	sagittal	320478	NM_177170
107419	A430107D22Rik	RIKEN cDNA A430107D22 gene	69448668	sagittal	320484	XM_484623
107420	B230312C02Rik	RIKEN cDNA B230312C02 gene	71809352	sagittal	320485	XM_488981
107420	B230312C02Rik	RIKEN cDNA B230312C02 gene	74363336	coronal	320485	XM_488981
107422	D930036F22Rik	RIKEN cDNA D930036F22 gene	69626588	sagittal	320487	NM_177171
107424	C530050E15Rik	RIKEN cDNA C530050E15 gene	71496252	sagittal	320489	XM_488665
107424	C530050E15Rik	RIKEN cDNA C530050E15 gene	77904865	sagittal	320489	XM_488665
107426	A830054O04Rik	RIKEN cDNA A830054O04 gene	69514386	sagittal	320491	NM_177172
107427	A830018L16Rik	RIKEN cDNA A830018L16 gene	71789970	sagittal	320492	NM_177173
107427	A830018L16Rik	RIKEN cDNA A830018L16 gene	73818758	coronal	320492	NM_177173
107428	C330049O21Rik	RIKEN cDNA C330049O21 gene	71021009	sagittal	320493	NM_177174
107435	A930001M12Rik	RIKEN cDNA A930001M12 gene	71495155	sagittal	320500	NM_177175
107435	A930001M12Rik	RIKEN cDNA A930001M12 gene	73636150	coronal	320500	NM_177175
107437	Lmod3	leiomodin 3 (fetal)	70295512	sagittal	320502	XM_149772
107439	5930403N24Rik	RIKEN cDNA 5930403N24 gene	69444717	sagittal	320504	NM_177177
107441	Lmbrd2	LMBR1 domain containing 2	70228274	sagittal	320506	NM_177178
107443	Cachd1	cache domain containing 1	69201522	sagittal	320508	NM_198037
107443	Cachd1	cache domain containing 1	72119579	coronal	320508	NM_198037
107444	9930022D16Rik	RIKEN cDNA 9930022D16 gene	70228263	sagittal	320509	NM_177179
107457	A830053O21Rik	RIKEN cDNA A830053O21 gene	71380369	sagittal	320522	NM_177182
107463	Vps13c	vacuolar protein sorting 13C (yeast)	74058646	sagittal	320528	XM_356166
107469	Tmem104	transmembrane protein 104	69531061	sagittal	320534	XM_112560
107473	D130059P03Rik	RIKEN cDNA D130059P03 gene	69013104	sagittal	320538	NM_177185
107476	A530082C11Rik	RIKEN cDNA A530082C11 gene	69448722	sagittal	320541	NM_177186
107476	A530082C11Rik	RIKEN cDNA A530082C11 gene	74881514	coronal	320541	NM_177186
107484	D5Ertd577e	DNA segment, Chr 5, ERATO Doi 577, expressed	73818828	sagittal	320549	NM_177187
107486	B430209F14Rik	RIKEN cDNA B430209F14 gene	71495903	sagittal	320551	NM_177188
107489	Tcp11l1	t-complex 11 like 1	71496031	sagittal	320554	NM_177190
107495	D030011O10Rik	RIKEN cDNA D030011O10 gene	74514129	sagittal	320560	NM_177192
107498	Islr2	immunoglobulin superfamily containing leucine-rich repeat 2	140	sagittal	320563	NM_177193
107498	Islr2	immunoglobulin superfamily containing leucine-rich repeat 2	141	sagittal	320563	NM_177193
107498	Islr2	immunoglobulin superfamily containing leucine-rich repeat 2	142	coronal	320563	NM_177193
107501	A830029E22Rik	RIKEN cDNA A830029E22 gene	70717979	sagittal	320566	XM_489006
107506	4930417M19Rik	RIKEN cDNA 4930417M19 gene	69407923	sagittal	320571	NM_177195
107515	A930025A13Rik	RIKEN cDNA A930025A13 gene	71021007	sagittal	320580	NM_177196
107516	4833405L16Rik	RIKEN cDNA 4833405L16 gene	72182938	sagittal	320581	NM_177197
107517	4833432P19Rik	RIKEN cDNA 4833432P19 gene	69407767	sagittal	320582	NM_177198
107520	5730405G21Rik	RIKEN cDNA 5730405G21 gene	70218938	sagittal	320585	NM_177199
107522	A230069A22Rik	RIKEN cDNA A230069A22 gene	69447978	sagittal	320587	XM_489069
107525	9430071P14Rik	RIKEN cDNA 9430071P14 gene	69835609	sagittal	320590	NM_177200
107529	9130004C02Rik	RIKEN cDNA 9130004C02 gene	70946200	sagittal	320594	XM_489263
107530	Phf8	PHD finger protein 8	69816679	sagittal	320595	NM_177201
107535	A930104D05Rik	RIKEN cDNA A930104D05 gene	72471695	sagittal	320600	NM_177202
107539	A730037C10Rik	RIKEN cDNA A730037C10 gene	74277734	sagittal	320604	NM_177203
107544	D330017J20Rik	RIKEN cDNA D330017J20 gene	69608923	sagittal	320609	NM_177204
107544	D330017J20Rik	RIKEN cDNA D330017J20 gene	71148229	sagittal	320609	Mm.156668
107544	D330017J20Rik	RIKEN cDNA D330017J20 gene	72283809	coronal	320609	NM_177204
107546	9230101K24Rik	RIKEN cDNA 9230101K24 gene	70228047	sagittal	320611	NM_177206
107548	B930086A06Rik	RIKEN cDNA B930086A06 gene	71495915	sagittal	320613	NM_177207
107550	Dopey1	dopey family member 1	73679020	sagittal	320615	XM_620777
107551	B130006D01Rik	RIKEN cDNA B130006D01 gene	70231116	sagittal	320616	NM_177209
107556	D830044D21Rik	RIKEN cDNA D830044D21 gene	70238776	sagittal	320621	NM_177210
107566	Abca15	ATP-binding cassette, sub-family A (ABC1), member 15	78534522	sagittal	320631	NM_177213
107567	Ascc3l1	activating signal cointegrator 1 complex subunit 3-like 1	68844510	sagittal	320632	NM_177214
107568	Zbtb26	zinc finger and BTB domain containing 26	70228543	sagittal	320633	NM_199025
107569	Ocrl	oculocerebrorenal syndrome of Lowe	69134334	sagittal	320634	NM_177215
107570	Cyb5r2	cytochrome b5 reductase 2	71809418	sagittal	320635	NM_177216
107575	9530098N22Rik	RIKEN cDNA 9530098N22 gene	71378749	sagittal	320640	NM_178786
107585	9530056K15Rik	RIKEN cDNA 9530056K15 gene	71494647	sagittal	320650	NM_177218
107586	A630018G05Rik	RIKEN cDNA A630018G05 gene	70228531	sagittal	320651	XM_132483
107587	A730055L17Rik	RIKEN cDNA A730055L17 gene	69448990	sagittal	320652	NM_177219
107590	Perld1	per1-like domain containing 1	69782987	sagittal	320655	XM_354640
107594	A630031M04Rik	RIKEN cDNA A630031M04 gene	69448924	sagittal	320659	NM_177220
107596	D5Ertd579e	DNA segment, Chr 5, ERATO Doi 579, expressed	70429064	sagittal	320661	XM_485595
107597	Casc1	cancer susceptibility candidate 1	69540381	sagittal	320662	NM_177222
107597	Casc1	cancer susceptibility candidate 1	75038484	coronal	320662	NM_177222
107599	F730031O20Rik	RIKEN cDNA F730031O20 gene	71809157	sagittal	320664	XM_283813
107606	D130079A08Rik	RIKEN cDNA D130079A08 gene	70238615	sagittal	320671	NM_177223
107613	A930037G23Rik	RIKEN cDNA A930037G23 gene	71281746	sagittal	320678	NM_178787
107614	Samd12	sterile alpha motif domain containing 12	71809346	sagittal	320679	NM_177225
107615	G630064H08Rik	RIKEN cDNA G630064H08 gene	71529809	sagittal	320680	XM_488860
107618	Zfp629	zinc finger protein 629	69261417	sagittal	320683	NM_177226
107620	Dctd	dCMP deaminase	68633383	sagittal	320685	NM_178788
107622	A130004G07Rik	RIKEN cDNA A130004G07 gene	69447900	sagittal	320687	NM_177228
107631	4932413O14Rik	RIKEN cDNA 4932413O14 gene	71808790	sagittal	320696	NM_177230
107635	A930033H14Rik	RIKEN cDNA A930033H14 gene	69514476	sagittal	320700	NM_177232
107636	C130034I18Rik	RIKEN cDNA C130034I18 gene	69530786	sagittal	320701	NM_177233
107636	C130034I18Rik	RIKEN cDNA C130034I18 gene	72472752	coronal	320701	NM_177233
107638	B230340J04Rik	RIKEN cDNA B230340J04 gene	69527848	sagittal	320703	NM_177234
107640	B230209C24Rik	RIKEN cDNA B230209C24 gene	68844391	sagittal	320705	NM_177235
107640	B230209C24Rik	RIKEN cDNA B230209C24 gene	77280313	coronal	320705	NM_177235
107641	9830001H06Rik	RIKEN cDNA 9830001H06 gene	70228227	sagittal	320706	XM_283804
107641	9830001H06Rik	RIKEN cDNA 9830001H06 gene	77340458	coronal	320706	XM_283804
107642	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3	71281325	sagittal	320707	NM_177236
107644	Tmem117	transmembrane protein 117	70528294	sagittal	320709	NM_178789
107646	9830147P19Rik	RIKEN cDNA 9830147P19 gene	70228239	sagittal	320711	NM_177238
107647	Abi3bp	ABI gene family, member 3 (NESH) binding protein	71152276	sagittal	320712	Mm.18929
107647	Abi3bp	ABI gene family, member 3 (NESH) binding protein	71381007	sagittal	320712	XM_359276
107648	Mysm1	myb-like, SWIRM and MPN domains 1	69530828	sagittal	320713	NM_177239
107649	D030016E14Rik	RIKEN cDNA D030016E14 gene	73513666	sagittal	320714	NM_177240
107650	C530043K16Rik	RIKEN cDNA C530043K16 gene	71021026	sagittal	320715	NM_177241
107652	Pptc7	PTC7 protein phosphatase homolog (S. cerevisiae)	69446358	sagittal	320717	NM_177242
107652	Pptc7	PTC7 protein phosphatase homolog (S. cerevisiae)	74881503	coronal	320717	NM_177242
107653	Slc26a9	solute carrier family 26, member 9	70302123	sagittal	320718	NM_177243
107655	Fastkd1	FAST kinase domains 1	71281331	sagittal	320720	NM_177244
107658	B230220B15Rik	RIKEN cDNA B230220B15 gene	70231134	sagittal	320723	NM_177246
107662	Ipo8	importin 8	69735508	sagittal	320727	XM_132974
107669	C920008G01Rik	RIKEN cDNA C920008G01 gene	75214949	sagittal	320734	NM_177247
107671	E130203B14Rik	RIKEN cDNA E130203B14 gene	70238997	sagittal	320736	NM_178791
107678	A630005I04Rik	RIKEN cDNA A630005I04 gene	70228519	sagittal	320743	NM_177248
107682	Lrrn6d	leucine rich repeat neuronal 6D	76080954	sagittal	320747	NM_177250
107686	D830014E11Rik	RIKEN cDNA D830014E11 gene	70238758	sagittal	320751	NM_177251
107688	9630011N22Rik	RIKEN cDNA 9630011N22 gene	69447781	sagittal	320753	NM_177252
107691	9330155M09Rik	RIKEN cDNA 9330155M09 gene	69446649	sagittal	320756	NM_177254
107692	A630052C17Rik	RIKEN cDNA A630052C17 gene	69448936	sagittal	320757	NM_177255
107704	Prdx6-rs1	peroxiredoxin 6, related sequence 1	70300911	sagittal	320769	NM_177256
107704	Prdx6-rs1	peroxiredoxin 6, related sequence 1	74988306	coronal	320769	NM_177256
107707	Mamdc1	MAM domain containing 1	70300276	sagittal	320772	NM_207010
107710	B230319C09Rik	RIKEN cDNA B230319C09 gene	70231146	sagittal	320775	XM_485796
107717	Tmem154	transmembrane protein 154	69447888	sagittal	320782	NM_177260
107721	B430006D22Rik	RIKEN cDNA B430006D22 gene	73712750	sagittal	320786	XM_620339
107725	Chd7	chromodomain helicase DNA binding protein 7	68797503	sagittal	320790	XM_149413
107725	Chd7	chromodomain helicase DNA binding protein 7	71836884	coronal	320790	XM_149413
107730	Pkn1	protein kinase N1	71656704	sagittal	320795	NM_177262
107734	Zhx3	zinc fingers and homeoboxes 3	68918982	sagittal	320799	NM_177263
107735	9230112E08Rik	RIKEN cDNA 9230112E08 gene	70717376	sagittal	320800	NM_177264
107737	6330512M04Rik	RIKEN cDNA 6330512M04 gene	70528115	sagittal	320802	NM_177265
107738	C130022M03Rik	RIKEN cDNA C130022M03 gene	69530780	sagittal	320803	XM_488734
107741	Gfm2	G elongation factor, mitochondrial 2	67787343	sagittal	320806	NM_177266
107743	Wdr22	WD repeat domain 22	70194994	sagittal	320808	NM_177267
107751	Ankrd16	ankyrin repeat domain 16	69526641	sagittal	320816	NM_177268
107752	D530031C13Rik	RIKEN cDNA D530031C13 gene	71496393	sagittal	320817	XM_356572
107752	D530031C13Rik	RIKEN cDNA D530031C13 gene	77904881	sagittal	320817	XM_356572
107760	E130306M17Rik	RIKEN cDNA E130306M17 gene	69671750	sagittal	320825	NM_177271
107762	C530008M17Rik	RIKEN cDNA C530008M17 gene	71213105	sagittal	320827	mCT193563.0
107762	C530008M17Rik	RIKEN cDNA C530008M17 gene	73818806	sagittal	320827	XM_287460
107762	C530008M17Rik	RIKEN cDNA C530008M17 gene	75080646	coronal	320827	mCT193563.0
107767	Sirpb1	signal-regulatory protein beta 1	72283528	sagittal	320832	NM_178792
107770	B230362M20Rik	RIKEN cDNA B230362M20 gene	70231152	sagittal	320835	NM_177273
107770	B230362M20Rik	RIKEN cDNA B230362M20 gene	77340460	coronal	320835	NM_177273
107775	Negr1	neuronal growth regulator 1	692	coronal	320840	NM_177274
107775	Negr1	neuronal growth regulator 1	694	sagittal	320840	NM_177274
107775	Negr1	neuronal growth regulator 1	695	sagittal	320840	NM_177274
107779	Amigo3	adhesion molecule with Ig like domain 3	71281337	sagittal	320844	NM_177275
107787	9330109E03Rik	RIKEN cDNA 9330109E03 gene	71493861	sagittal	320852	NM_177276
107789	9030203C11Rik	RIKEN cDNA 9030203C11 gene	69446304	sagittal	320854	NM_177277
107793	D930040M24Rik	RIKEN cDNA D930040M24 gene	69626594	sagittal	320858	NM_177278
107793	D930040M24Rik	RIKEN cDNA D930040M24 gene	72472779	coronal	320858	NM_177278
107799	Krt26	keratin 26	70205352	sagittal	320864	XM_109734
107800	B230220E17Rik	RIKEN cDNA B230220E17 gene	69527800	sagittal	320865	XM_484451
107800	B230220E17Rik	RIKEN cDNA B230220E17 gene	70611407	sagittal	320865	XM_354862
107800	B230220E17Rik	RIKEN cDNA B230220E17 gene	74658022	coronal	320865	XM_484451
107804	4732415M23Rik	RIKEN cDNA 4732415M23 gene	69407648	sagittal	320869	NM_177279
107806	B230206H07Rik	RIKEN cDNA B230206H07 gene	71495867	sagittal	320871	NM_177280
107808	Cdh10	cadherin 10	73592529	coronal	320873	XM_283264
107808	Cdh10	cadherin 10	75694362	sagittal	320873	XM_283264
107809	D930030D11Rik	RIKEN cDNA D930030D11 gene	71496399	sagittal	320874	NM_177281
107810	A830023I12Rik	RIKEN cDNA A830023I12 gene	70717978	sagittal	320875	XM_485664
107813	Mical2	microtubule associated monoxygenase, calponin and LIM domain containing 2	69443397	sagittal	320878	NM_177282
107813	Mical2	microtubule associated monoxygenase, calponin and LIM domain containing 2	71249740	coronal	320878	NM_177282
107825	E130016E03Rik	RIKEN cDNA E130016E03 gene	1488	coronal	320890	XM_485355
107825	E130016E03Rik	RIKEN cDNA E130016E03 gene	1489	sagittal	320890	XM_485355
107826	C130070B15Rik	RIKEN cDNA C130070B15 gene	70231881	sagittal	320891	NM_177286
107830	C030025P15Rik	RIKEN cDNA C030025P15 gene	70946238	sagittal	320895	NM_177287
107833	A430107P09Rik	RIKEN cDNA A430107P09 gene	70228448	sagittal	320898	NM_177288
107833	A430107P09Rik	RIKEN cDNA A430107P09 gene	71670720	coronal	320898	NM_177288
107837	A730020E08Rik	RIKEN cDNA A730020E08 gene	70228591	sagittal	320902	XM_489138
107845	Itgb8	integrin beta 8	70278105	sagittal	320910	XM_484197
107845	Itgb8	integrin beta 8	73931631	coronal	320910	XM_484197
107848	A630098A13Rik	RIKEN cDNA A630098A13 gene	71494714	sagittal	320913	NM_177291
107851	C530024P05Rik	RIKEN cDNA C530024P05 gene	69531031	sagittal	320916	NM_177292
107858	4933424A10Rik	RIKEN cDNA 4933424A10 gene	72471720	sagittal	320923	NM_177293
107859	Ccbe1	collagen and calcium binding EGF domains 1	74513995	sagittal	320924	NM_178793
107873	Tnpo3	transportin 3	68798187	sagittal	320938	XM_485736
107875	Atp11c	Atpase, class VI, type 11C	70231040	sagittal	320940	NM_001001798
107875	Atp11c	Atpase, class VI, type 11C	74047410	coronal	320940	NM_001001798
107875	Atp11c	Atpase, class VI, type 11C	74750077	coronal	320940	mCT169568.0
107884	D830039M14Rik	RIKEN cDNA D830039M14 gene	69626558	sagittal	320949	NM_177297
107885	9330104G04Rik	RIKEN cDNA 9330104G04 gene	71493855	sagittal	320950	XM_489165
107886	Pisd	phosphatidylserine decarboxylase	69446316	sagittal	320951	NM_177298
107887	A730013G03Rik	RIKEN cDNA A730013G03 gene	69448942	sagittal	320952	NM_177299
107897	B130040O20Rik	RIKEN cDNA B130040O20 gene	71495855	sagittal	320962	NM_177300
107901	B530045E10Rik	RIKEN cDNA B530045E10 gene	69527962	sagittal	320966	NM_177302
107909	B430119L13Rik	RIKEN cDNA B430119L13 gene	69527938	sagittal	320974	NM_177303
107916	Enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	69672042	sagittal	320981	NM_177304
107916	Enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	74882555	coronal	320981	NM_177304
107917	Arl4c	ADP-ribosylation factor-like 4C	70430824	sagittal	320982	NM_177305
107917	Arl4c	ADP-ribosylation factor-like 4C	74988455	coronal	320982	NM_177305
107930	Rfxdc1	regulatory factor X domain containing 1	74822943	sagittal	320995	NM_177306
107932	4732474A20Rik	RIKEN cDNA 4732474A20 gene	75931562	sagittal	320997	NM_177307
107934	9530019H20Rik	RIKEN cDNA 9530019H20 gene	69446923	sagittal	320999	NM_177308
107935	4933421E11Rik	RIKEN cDNA 4933421E11 gene	69443202	sagittal	321000	NM_177309
107938	Xpnpep3	X-prolyl aminopeptidase (aminopeptidase P) 3, putative	75988400	sagittal	321003	NM_177310
107941	B930007L02Rik	RIKEN cDNA B930007L02 gene	69527986	sagittal	321006	XM_356186
107942	Serac1	serine active site containing 1	69873552	sagittal	321007	NM_177311
107943	6330408A02Rik	RIKEN cDNA 6330408A02 gene	71380526	sagittal	321008	NM_177312
107945	1700006J14Rik	RIKEN cDNA 1700006J14 gene	71919248	sagittal	321010	NM_177313
107950	5330439B14Rik	RIKEN cDNA 5330439B14 gene	71493741	sagittal	321015	NM_177314
107953	Serpina4-ps1	serine (or cysteine) peptidase inhibitor, clade A, member 4, pseudogene 1	74276876	sagittal	321018	XR_000363
107954	Ebi2	Epstein-Barr virus induced gene 2	71656630	sagittal	321019	NM_183031
107957	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3	70528521	sagittal	321022	NM_175565
108270	Tpm4	tropomyosin 4	69817037	sagittal	326618	NM_001001491
108274	Upf2	UPF2 regulator of nonsense transcripts homolog (yeast)	70194582	sagittal	326622	XM_140801
108275	Tnfsf15	tumor necrosis factor (ligand) superfamily, member 15	74056143	sagittal	326623	NM_177371
108283	Hisppd2a	histidine acid phosphatase domain containing 2A	70231212	sagittal	327655	NM_178795
108288	9230106D20Rik	RIKEN cDNA 9230106D20 gene	71809013	sagittal	327728	NM_177792
108290	E130307A14Rik	RIKEN cDNA E130307A14 gene	70239003	sagittal	327744	XM_282906
