"gene name","gene symbol","entrez"
"protein phosphatase 2C-like domain containing 1","PP2D1",151649
"EF-hand domain family, member B","EFHB",151651
"uncharacterized LOC151658","LOC151658",151658
"protein phosphatase, Mg2+/Mn2+ dependent, 1L","PPM1L",151742
"WD repeat domain 49","WDR49",151790
"leucine rich repeat containing 34","LRRC34",151827
"copine family member IX","CPNE9",151835
"developmental pluripotency associated 2","DPPA2",151871
"coiled-coil domain containing 80","CCDC80",151887
"B and T lymphocyte associated","BTLA",151888
"coiled-coil domain containing 12","CCDC12",151903
"Mab-21 domain containing 2","MB21D2",151963
"protein phosphatase 4, regulatory subunit 2","PPP4R2",151987
"xyloside xylosyltransferase 1","XXYLT1",152002
"ring finger protein 38","RNF38",152006
"GLI pathogenesis-related 2","GLIPR2",152007
"rhophilin associated tail protein 1B","ROPN1B",152015
"uncharacterized FLJ31715","FLJ31715",152048
"chromosome 3 open reading frame 22","C3orf22",152065
"chromosome 3 open reading frame 55","C3orf55",152078
"zinc finger, CW type with PWWP domain 2","ZCWPW2",152098
"COX assembly mitochondrial protein 1 homolog (S. cerevisiae)","CMC1",152100
"NIMA (never in mitosis gene a)- related kinase 10","NEK10",152110
"chromosome 3 open reading frame 79","C3orf79",152118
"coiled-coil domain containing 50","CCDC50",152137
"pyrin domain containing 2","PYDC2",152138
"spindle and centriole associated protein 1","SPICE1",152185
"CKLF-like MARVEL transmembrane domain containing 8","CMTM8",152189
"nudix (nucleoside diphosphate linked moiety X)-type motif 16 pseudogene 1","NUDT16P1",152195
"coiled-coil domain containing 13","CCDC13",152206
"uncharacterized LOC152217","LOC152217",152217
"FYVE, RhoGEF and PH domain containing 5","FGD5",152273
"cell death-inducing DFFA-like effector c pseudogene","CIDECP",152302
"contactin 4","CNTN4",152330
"immunoglobulin superfamily, member 11","IGSF11",152404
"chromosome 3 open reading frame 30","C3orf30",152405
"zinc finger protein 827","ZNF827",152485
"SH3 domain containing 19","SH3D19",152503
"nuclear transcription factor, X-box binding-like 1","NFXL1",152518
"NIPA-like domain containing 1","NIPAL1",152519
"progestin and adipoQ receptor family member III","PAQR3",152559
"shisa homolog 3 (Xenopus laevis)","SHISA3",152573
"sec1 family domain containing 2","SCFD2",152579
"glycosyltransferase 54 domain-containing protein","LOC152586",152586
"WWC2 antisense RNA 2 (non-protein coding)","WWC2-AS2",152641
"zinc finger protein 595","ZNF595",152687
"family with sequence similarity 218, member A","FAM218A",152756
"janus kinase and microtubule interacting protein 1","JAKMIP1",152789
"THAP domain containing 6","THAP6",152815
"chromosome 4 open reading frame 26","C4orf26",152816
"klotho beta","KLB",152831
"family with sequence similarity 53, member A","FAM53A",152877
"protein phosphatase, Mg2+/Mn2+ dependent, 1K","PPM1K",152926
"chromosome 4 open reading frame 45","C4orf45",152940
"tRNA methyltransferase 44 homolog (S. cerevisiae)","TRMT44",152992
"RasGEF domain family, member 1B","RASGEF1B",153020
"DAB2 interacting protein","DAB2IP",153090
"solute carrier family 38, member 9","SLC38A9",153129
"solute carrier family 36 (proton/amino acid symporter), member 2","SLC36A2",153201
"serine peptidase inhibitor, Kazal type 13 (putative)","SPINK13",153218
"CREB3 regulatory factor","CREBRF",153222
"centrosomal protein 120kDa","CEP120",153241
"solute carrier family 25, member 48","SLC25A48",153328
"transmembrane protein 167A","TMEM167A",153339
"metallo-beta-lactamase domain containing 2","MBLAC2",153364
"transmembrane protein 161B","TMEM161B",153396
"serum response factor binding protein 1","SRFBP1",153443
"pleckstrin homology domain containing, family G (with RhoGef domain) member 4B","PLEKHG4B",153478
"zinc finger, matrin-type 2","ZMAT2",153527
"MARVEL domain containing 2","MARVELD2",153562
"chromosome 5 open reading frame 38","C5orf38",153571
"iroquois homeobox 2","IRX2",153572
"butyrophilin-like 9","BTNL9",153579
"arylsulfatase family, member K","ARSK",153642
"family with sequence similarity 81, member B","FAM81B",153643
"tetratricopeptide repeat domain 23-like","TTC23L",153657
"coiled-coil domain containing 112","CCDC112",153733
"protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 3","PPP1R2P3",153743
"family with sequence similarity 71, member B","FAM71B",153745
"PRELI domain containing 2","PRELID2",153768
"SH3 domain containing ring finger 2","SH3RF2",153769
"PLAC8-like 1","PLAC8L1",153770
"ring finger protein 145","RNF145",153830
"zinc finger, C2HC-type containing 1B","ZC2HC1B",153918
"small nuclear ribonucleoprotein 48kDa (U11/U12)","SNRNP48",154007
"CNKSR family member 3","CNKSR3",154043
"sterile alpha motif domain containing 3","SAMD3",154075
"uncharacterized protein MGC34034","MGC34034",154089
"solute carrier family 2 (facilitated glucose transporter), member 12","SLC2A12",154091
"membrane bound O-acyltransferase domain containing 1","MBOAT1",154141
"hepatoma derived growth factor-like 1","HDGFL1",154150
"poly(A)-specific ribonuclease (PARN)-like domain containing 1","PNLDC1",154197
"ring finger protein 217","RNF217",154214
"Na+/K+ transporting ATPase interacting 2","NKAIN2",154215
"KH domain containing 3-like, subcortical maternal complex member","KHDC3L",154288
"chromosome 6 open reading frame 165","C6orf165",154313
"chromosome 6 open reading frame 195","C6orf195",154386
"coiled-coil domain containing 167","CCDC167",154467
"RUN domain containing 3B","RUNDC3B",154661
"ATP-binding cassette, sub-family A (ABC1), member 13","ABCA13",154664
"chromosome 7 open reading frame 60","C7orf60",154743
"protease, serine, 3 pseudogene 2","PRSS3P2",154754
"family with sequence similarity 115, member C pseudogene","LOC154761",154761
"C-type lectin domain family 2, member L","CLEC2L",154790
"chromosome 7 open reading frame 55","C7orf55",154791
"angiomotin","AMOT",154796
"vitamin K epoxide reductase complex, subunit 1-like 1","VKORC1L1",154807
"angiomotin like 1","AMOTL1",154810
"uncharacterized LOC154822","LOC154822",154822
"IQ motif and ubiquitin domain containing","IQUB",154865
"potassium channel tetramerisation domain containing 7","KCTD7",154881
"chromosome 7 open reading frame 66","C7orf66",154907
"transmembrane protein 213","TMEM213",155006
"GTPase, IMAP family member 8","GIMAP8",155038
"crystallin, gamma N","CRYGN",155051
"zinc finger protein 425","ZNF425",155054
"AI894139 pseudogene","LOC155060",155060
"zinc finger protein 746","ZNF746",155061
"ATPase, H+ transporting V0 subunit e2","ATP6V0E2",155066
"solute carrier family 2 (facilitated glucose transporter), member 7","SLC2A7",155184
"archaelysin family metallopeptidase 1","AMZ1",155185
"Williams Beuren syndrome chromosome region 27","WBSCR27",155368
"Shwachman-Bodian-Diamond syndrome pseudogene 1","SBDSP1",155370
"vacuolar protein sorting 37 homolog D (S. cerevisiae)","VPS37D",155382
"NOP2/Sun domain family, member 5 pseudogene 1","NSUN5P1",155400
"RNA binding motif protein 33","RBM33",155435
"anterior gradient 3 homolog (Xenopus laevis)","AGR3",155465
"uncharacterized protein MGC27345","MGC27345",157247
"homolog of rat pragma of Rnd2","SGK223",157285
"phosphatidylethanolamine-binding protein 4","PEBP4",157310
"cell division cycle associated 2","CDCA2",157313
"FER1L6 antisense RNA 2 (non-protein coding)","FER1L6-AS2",157376
"transmembrane protein 65","TMEM65",157378
"retinol dehydrogenase 10 (all-trans)","RDH10",157506
"chromosome 8 open reading frame 56","C8orf56",157556
"uncharacterized LOC157562","LOC157562",157562
"ankyrin repeat domain 46","ANKRD46",157567
"establishment of cohesion 1 homolog 2 (S. cerevisiae)","ESCO2",157570
"F-box protein 16","FBXO16",157574
"long intergenic non-protein coding RNA 599","LINC00599",157627
"family with sequence similarity 84, member B","FAM84B",157638
"chromosome 8 open reading frame 37","C8orf37",157657
"vacuolar protein sorting 13 homolog B (yeast)","VPS13B",157680
"chromosome 8 open reading frame 42","C8orf42",157695
"glutamate-rich 1","ERICH1",157697
"solute carrier family 7 (anionic amino acid transporter), member 13","SLC7A13",157724
"L-threonine dehydrogenase","TDH",157739
"transmembrane protein 74","TMEM74",157753
"family with sequence similarity 91, member A1","FAM91A1",157769
"chromosome 8 open reading frame 48","C8orf48",157773
"minichromosome maintenance domain containing 2","MCMDC2",157777
"clavesin 1","CLVS1",157807
"NK6 homeobox 3","NKX6-3",157848
"potassium channel, subfamily U, member 1","KCNU1",157855
"somatomedin B and thrombospondin, type 1 domain containing","SBSPON",157869
"calmodulin regulated spectrin-associated protein 1","CAMSAP1",157922
"chromosome 9 open reading frame 62","C9orf62",157927
"chromosome 9 open reading frame 66","C9orf66",157983
"long intergenic non-protein coding RNA 32","LINC00032",158035
"leucine rich repeat and Ig domain containing 2","LINGO2",158038
"nucleoredoxin-like 2","NXNL2",158046
"chromosome 9 open reading frame 163","C9orf163",158055
"MAM domain containing 4","MAMDC4",158056
"lipocalin 6","LCN6",158062
"adenylate kinase 8","AK8",158067
"olfactory receptor, family 1, subfamily Q, member 1","OR1Q1",158131
"tubulin tyrosine ligase-like family, member 11","TTLL11",158135
"RAS and EF-hand domain containing","RASEF",158158
"hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2","HSD17B7P2",158160
"tetratricopeptide repeat domain 39B","TTC39B",158219
"family with sequence similarity 201, member A","FAM201A",158228
"tRNA methyltransferase 10 homolog B (S. cerevisiae)","TRMT10B",158234
"tetratricopeptide repeat domain 16","TTC16",158248
"MIRLET7D host gene (non-protein coding)","MIRLET7DHG",158257
"family with sequence similarity 120A opposite strand","FAM120AOS",158293
"uncharacterized MGC24103","MGC24103",158295
"family with sequence similarity 154, member A","FAM154A",158297
"long intergenic non-protein coding RNA 475","LINC00475",158314
"FRAS1 related extracellular matrix 1","FREM1",158326
"KIAA2026","KIAA2026",158358
"zinc finger protein 483","ZNF483",158399
"chromosome 9 open reading frame 84","C9orf84",158401
"KIAA1958","KIAA1958",158405
"thiosulfate sulfurtransferase (rhodanese)-like domain containing 2","TSTD2",158427
"zinc finger protein 782","ZNF782",158431
"prune homolog 2 (Drosophila)","PRUNE2",158471
"zinc finger protein 645","ZNF645",158506
"chondrosarcoma associated gene 1","CSAG1",158511
"fragile X mental retardation 1 neighbor","FMR1NB",158521
"uncharacterized LOC158572","LOC158572",158572
"fatty acid amide hydrolase 2","FAAH2",158584
"zinc finger, X-linked, duplicated B","ZXDB",158586
"uncharacterized LOC158696","LOC158696",158696
"family with sequence similarity 47, member A","FAM47A",158724
"motile sperm domain containing 2","MOSPD2",158747
"Rho GTPase activating protein 36","ARHGAP36",158763
"RIB43A domain with coiled-coils 1","RIBC1",158787
"A kinase (PRKA) anchor protein 14","AKAP14",158798
"Rhox homeobox family, member 1","RHOXF1",158800
"NFKB activating protein pseudogene 1","NKAPP1",158801
"melanoma antigen family B, 6","MAGEB6",158809
"chromosome X open reading frame 65","CXorf65",158830
"acyl-CoA wax alcohol acyltransferase 1","AWAT1",158833
"acyl-CoA wax alcohol acyltransferase 2","AWAT2",158835
"zinc finger, DHHC-type containing 15","ZDHHC15",158866
"ubiquitin specific peptidase 51","USP51",158880
"transcription elongation factor A (SII)-like 6","TCEAL6",158931
"H2B histone family, member W, testis-specific","H2BFWT",158983
"chromosome X open reading frame 38","CXorf38",159013
"family with sequence similarity 122B","FAM122B",159090
"family with sequence similarity 122C","FAM122C",159091
"heat shock transcription factor, Y linked 2","HSFY2",159119
"RNA binding motif protein, Y-linked, family 2, member E pseudogene","RBMY2EP",159125
"RNA binding motif protein, Y-linked, family 2, member F pseudogene","RBMY2FP",159162
"ubiquitin specific peptidase 54","USP54",159195
"NK2 homeobox 3","NKX2-3",159296
"solute carrier family 35, member G1","SLC35G1",159371
"coiled-coil domain containing 147","CCDC147",159686
"solute carrier family 5 (sodium/glucose cotransporter), member 12","SLC5A12",159963
"coiled-coil domain containing 67","CCDC67",159989
"prostate and testis expressed 1","PATE1",160065
"chromosome 11 open reading frame 65","C11orf65",160140
"lactate dehydrogenase A-like 6A","LDHAL6A",160287
"chromosome 11 open reading frame 42","C11orf42",160298
"transmembrane and tetratricopeptide repeat containing 2","TMTC2",160335
"C-type lectin domain family 12, member A","CLEC12A",160364
"C-type lectin-like 1","CLECL1",160365
"transmembrane and tetratricopeptide repeat containing 3","TMTC3",160418
"chromosome 12 open reading frame 50","C12orf50",160419
"aldehyde dehydrogenase 1 family, member L2","ALDH1L2",160428
"intermediate filament tail domain containing 1","IFLTD1",160492
"DENN/MADD domain containing 5B","DENND5B",160518
"GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein","GRASP",160622
"solute carrier family 5 (iodide transporter), member 8","SLC5A8",160728
"PTC7 protein phosphatase homolog (S. cerevisiae)","PPTC7",160760
"coiled-coil domain containing 63","CCDC63",160762
"coiled-coil domain containing 60","CCDC60",160777
"diacylglycerol kinase, eta","DGKH",160851
"coiled-coil domain containing 122","CCDC122",160857
"G protein-coupled receptor 180","GPR180",160897
"stomatin (EPB72)-like 3","STOML3",161003
"family with sequence similarity 71, member D","FAM71D",161142
"transmembrane protein 229B","TMEM229B",161145
"spectrin repeat containing, nuclear envelope family member 3","SYNE3",161176
"C-type lectin domain family 14, member A","CLEC14A",161198
"fat storage-inducing transmembrane protein 1","FITM1",161247
"RAS (RAD and GEM)-like GTP binding 2","REM2",161253
"transmembrane protein 30B","TMEM30B",161291
"MAM domain containing glycosylphosphatidylinositol anchor 2","MDGA2",161357
"sterile alpha motif domain containing 15","SAMD15",161394
"NOP9 nucleolar protein homolog (yeast)","NOP9",161424
"echinoderm microtubule associated protein like 5","EML5",161436
"stereocilin","STRC",161497
"chromosome 15 open reading frame 26","C15orf26",161502
"TBC1 domain family, member 21","TBC1D21",161514
"dyslexia susceptibility 1 candidate 1","DYX1C1",161582
"casein kinase 1, alpha 1 pseudogene 1","CSNK1A1P1",161635
"OTU domain containing 7A","OTUD7A",161725
"sprouty-related, EVH1 domain containing 1","SPRED1",161742
"outer dense fiber of sperm tails 3-like 1","ODF3L1",161753
"piggyBac transposable element derived 4","PGBD4",161779
"adenosine deaminase-like","ADAL",161823
"exonuclease 3'-5' domain containing 1","EXD1",161829
"fibrous sheath interacting protein 1","FSIP1",161835
"zinc finger protein, multitype 1","ZFPM1",161882
"adenosine deaminase domain containing 2","ADAD2",161931
"inositol 1,4,5-trisphosphate receptor interacting protein-like 2","ITPRIPL2",162073
"chromosome 16 open reading frame 82","C16orf82",162083
"uncharacterized protein MGC34800","MGC34800",162137
"zinc finger protein 1 homolog (mouse)","ZFP1",162239
"ankyrin-repeat and fibronectin type III domain containing 1","ANKFN1",162282
"membrane-associated ring finger (C3HC4) 10, E3 ubiquitin protein ligase","MARCH10",162333
"major facilitator superfamily domain containing 6-like","MFSD6L",162387
"schlafen family member 5","SLFN5",162394
"N-acetylglutamate synthase","NAGS",162417
"family with sequence similarity 134, member C","FAM134C",162427
"transmembrane protein 92","TMEM92",162461
"phosphatase, orphan 1","PHOSPHO1",162466
"rhomboid, veinlet-like 3 (Drosophila)","RHBDL3",162494
"transient receptor potential cation channel, subfamily V, member 3","TRPV3",162514
"solute carrier family 16, member 11 (monocarboxylic acid transporter 11)","SLC16A11",162515
"F-box protein 39","FBXO39",162517
"signal peptide peptidase like 2C","SPPL2C",162540
"keratin 28","KRT28",162605
"ubiquitin specific peptidase 32 pseudogene 1","USP32P1",162632
"zinc finger protein 519","ZNF519",162655
"chromosome 18 open reading frame 54","C18orf54",162681
"transcription elongation factor B polypeptide 3C (elongin A3)","TCEB3C",162699
"zinc finger protein 836","ZNF836",162962
"zinc finger protein 610","ZNF610",162963
"zinc finger protein 600","ZNF600",162966
"zinc finger protein 320","ZNF320",162967
"zinc finger protein 497","ZNF497",162968
"zinc finger protein 550","ZNF550",162972
"zinc finger protein 296","ZNF296",162979
"death effector domain containing 2","DEDD2",162989
"zinc finger protein 846","ZNF846",162993
"olfactory receptor, family 7, subfamily D, member 2","OR7D2",162998
"zinc finger protein 579","ZNF579",163033
"zinc finger protein 791","ZNF791",163049
"zinc finger protein 564","ZNF564",163050
"zinc finger protein 709","ZNF709",163051
"zinc finger protein 433","ZNF433",163059
"zinc finger protein 114","ZNF114",163071
"zinc finger protein 567","ZNF567",163081
"zinc finger protein 383","ZNF383",163087
"zinc finger protein 781","ZNF781",163115
"EP300 interacting inhibitor of differentiation 2","EID2",163126
"zinc finger protein 780B","ZNF780B",163131
"proline rich 22","PRR22",163154
"leucine-rich repeat LGI family, member 4","LGI4",163175
"spectrin repeat containing, nuclear envelope family member 4","SYNE4",163183
"zinc finger protein 676","ZNF676",163223
"zinc finger protein 100","ZNF100",163227
"zinc finger protein 540","ZNF540",163255
"DENN/MADD domain containing 2C","DENND2C",163259
"guanylate binding protein family, member 6","GBP6",163351
"lipid phosphate phosphatase-related protein type 5","LPPR5",163404
"fibronectin type III domain containing 7","FNDC7",163479
"DENN/MADD domain containing 1B","DENND1B",163486
"tudor domain containing 5","TDRD5",163589
"torsin A interacting protein 2","TOR1AIP2",163590
"calmodulin-like 6","CALML6",163688
"interleukin 28 receptor, alpha (interferon, lambda receptor)","IL28RA",163702
"cytochrome P450, family 4, subfamily Z, polypeptide 2 pseudogene","CYP4Z2P",163720
"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4","CITED4",163732
"chromosome 1 open reading frame 177","C1orf177",163747
"small proline-rich protein 4","SPRR4",163778
"KN motif and ankyrin repeat domains 4","KANK4",163782
"spindle assembly 6 homolog (C. elegans)","SASS6",163786
"SDE2 telomere maintenance homolog (S. pombe)","SDE2",163859
"consortin, connexin sorting protein","CNST",163882
"family with sequence similarity 43, member B","FAM43B",163933
"HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)","HFM1",164045
"progestin and adipoQ receptor family member VII","PAQR7",164091
"tetratricopeptide repeat domain 24","TTC24",164118
"chromosome 1 open reading frame 65","C1orf65",164127
"ubiquitin-like 4B","UBL4B",164153
"WAP four-disulfide core domain 13","WFDC13",164237
"adenomatosis polyposis coli down-regulated 1-like","APCDD1L",164284
"leucine rich repeat neuronal 4","LRRN4",164312
"cystatin pseudogene","CSTT",164380
"tubulin tyrosine ligase-like family, member 9","TTLL9",164395
"coiled-coil domain containing 116","CCDC116",164592
"calcium binding protein 7","CABP7",164633
"transmembrane protease, serine 6","TMPRSS6",164656
"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H","APOBEC3H",164668
"WBP2 N-terminal like","WBP2NL",164684
"tubulin tyrosine ligase-like family, member 8","TTLL8",164714
"WD repeat domain 69","WDR69",164781
"LON peptidase N-terminal domain and ring finger 2","LONRF2",164832
"coiled-coil domain containing 138","CCDC138",165055
"uncharacterized protein FLJ39061","FLJ39061",165057
"G protein-coupled receptor 113","GPR113",165082
"chromosome 2 open reading frame 57","C2orf57",165100
"oxoeicosanoid (OXE) receptor 1","OXER1",165140
"family with sequence similarity 179, member A","FAM179A",165186
"family with sequence similarity 171, member B","FAM171B",165215
"complement component 1, q subcomponent-like 2","C1QL2",165257
"UBX domain protein 2A","UBXN2A",165324
"C-type lectin domain family 4, member F","CLEC4F",165530
"DEAQ box RNA-dependent ATPase 1","DQX1",165545
"poly (ADP-ribose) polymerase family, member 15","PARP15",165631
"serine palmitoyltransferase, small subunit B","SPTSSB",165679
"DnaJ (Hsp40) homolog, subfamily B, member 8","DNAJB8",165721
"G protein-coupled receptor 156","GPR156",165829
"xin actin-binding repeat containing 1","XIRP1",165904
"ring finger protein 168, E3 ubiquitin protein ligase","RNF168",165918
"carbohydrate (chondroitin 4) sulfotransferase 13","CHST13",166012
"prickle homolog 2 (Drosophila)","PRICKLE2",166336
"kelch repeat and BTB (POZ) domain containing 12","KBTBD12",166348
"spermatogenesis associated 5","SPATA5",166378
"Bardet-Biedl syndrome 12","BBS12",166379
"doublecortin-like kinase 2","DCLK2",166614
"G protein-coupled receptor 125","GPR125",166647
"tripartite motif containing 60","TRIM60",166655
"FRAS1 related extracellular matrix 3","FREM3",166752
"methylmalonic aciduria (cobalamin deficiency) cblA type","MMAA",166785
"zinc finger and BTB domain containing 49","ZBTB49",166793
"tigger transposable element derived 2","TIGD2",166815
"Ras association (RalGDS/AF-6) domain family member 6","RASSF6",166824
"RNA binding motif protein 46","RBM46",166863
"sphingomyelin synthase 2","SGMS2",166929
"mesoderm induction early response 1, family member 3","MIER3",166968
"cell division cycle 20 homolog B (S. cerevisiae)","CDC20B",166979
"UDP glycosyltransferase 3 family, polypeptide A2","UGT3A2",167127
"PAP associated domain containing 4","PAPD4",167153
"DCP2 decapping enzyme homolog (S. cerevisiae)","DCP2",167227
"serine/threonine-protein kinase NIM1","NIM1",167359
"Lix1 homolog (chicken)","LIX1",167410
"zinc finger protein 366","ZNF366",167465
"family with sequence similarity 151, member B","FAM151B",167555
"protease, serine, 35","PRSS35",167681
"Leber congenital amaurosis 5","LCA5",167691
"oligodendrocyte transcription factor 3","OLIG3",167826
"taxilin beta","TXLNB",167838
"dapper, antagonist of beta-catenin, homolog 2 (Xenopus laevis)","DACT2",168002
"chromosome 6 open reading frame 118","C6orf118",168090
"zinc finger protein 92","ZNF92",168374
"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5","GALNTL5",168391
"DEAD (Asp-Glu-Ala-Asp) box polypeptide 53","DDX53",168400
"ring finger protein 133","RNF133",168433
"CDC14 cell division cycle 14 homolog C (S. cerevisiae)","CDC14C",168448
"THAP domain containing 5","THAP5",168451
"coiled-coil domain containing 71-like","CCDC71L",168455
"selenophosphate synthetase 1 pseudogene 1","SEPHS1P1",168474
"polycystic kidney disease 1 like 1","PKD1L1",168507
"GTPase, IMAP family member 7","GIMAP7",168537
"zinc finger protein 467","ZNF467",168544
"basic helix-loop-helix family, member a15","BHLHA15",168620
"BMP binding endothelial regulator","BMPER",168667
"zinc finger protein 800","ZNF800",168850
"cyclic nucleotide binding domain containing 1","CNBD1",168975
"solute carrier family 30 (zinc transporter), member 8","SLC30A8",169026
"collagen, type XXII, alpha 1","COL22A1",169044
"sorting nexin 31","SNX31",169166
"transmembrane protein 64","TMEM64",169200
"zinc finger protein 596","ZNF596",169270
"indoleamine 2,3-dioxygenase 2","IDO2",169355
"chromosome 9 open reading frame 96","C9orf96",169436
"potassium channel, subfamily V, member 2","KCNV2",169522
"olfactomedin-like 2A","OLFML2A",169611
"chromosome 9 open reading frame 71","C9orf71",169693
"quiescin Q6 sulfhydryl oxidase 2","QSOX2",169714
"GLIS family zinc finger 3","GLIS3",169792
"zinc finger protein 883","ZNF883",169834
"family with sequence similarity 46, member D","FAM46D",169966
"spindlin family, member 3","SPIN3",169981
"family with sequence similarity 47, member B","FAM47B",170062
"chromosome X open reading frame 22","CXorf22",170063
"family with sequence similarity 48, member B2","FAM48B2",170067
"transcription elongation factor A (SII) N-terminal and central domain containing","TCEANC",170082
"zinc finger, CCHC domain containing 12","ZCCHC12",170261
"aristaless related homeobox","ARX",170302
"chromosome 10 open reading frame 128","C10orf128",170371
"fucosyltransferase 11 (alpha (1,3) fucosyltransferase)","FUT11",170384
"oncoprotein induced transcript 3","OIT3",170392
"chromosome 10 open reading frame 91","C10orf91",170393
"PWWP domain containing 2B","PWWP2B",170394
"single stranded DNA binding protein 4","SSBP4",170463
"C-type lectin domain family 4, member C","CLEC4C",170482
"actin-like 10","ACTL10",170487
"DEAH (Asp-Glu-Ala-His) box polypeptide 36","DHX36",170506
"5-hydroxytryptamine (serotonin) receptor 3C, ionotropic","HTR3C",170572
"GTPase, IMAP family member 1","GIMAP1",170575
"glycoprotein hormone alpha 2","GPHA2",170589
"S100 calcium binding protein Z","S100Z",170591
"COMM domain containing 6","COMMD6",170622
"X antigen family, member 3","XAGE3",170626
"X antigen family, member 5","XAGE5",170627
"psoriasis susceptibility 1 candidate 1","PSORS1C1",170679
"psoriasis susceptibility 1 candidate 2","PSORS1C2",170680
"nudix (nucleoside diphosphate linked moiety X)-type motif 10","NUDT10",170685
"ADAM metallopeptidase with thrombospondin type 1 motif, 15","ADAMTS15",170689
"ADAM metallopeptidase with thrombospondin type 1 motif, 16","ADAMTS16",170690
"ADAM metallopeptidase with thrombospondin type 1 motif, 17","ADAMTS17",170691
"ADAM metallopeptidase with thrombospondin type 1 motif, 18","ADAMTS18",170692
"cytochrome c oxidase subunit VIIb2","COX7B2",170712
"GS homeobox 2","GSX2",170825
"potassium voltage-gated channel, subfamily G, member 3","KCNG3",170850
"protein phosphatase 1, regulatory subunit 18","PPP1R18",170954
"zinc finger protein 525","ZNF525",170958
"zinc finger protein 431","ZNF431",170959
"zinc finger protein 721","ZNF721",170960
"ankyrin repeat domain 24","ANKRD24",170961
"zinc finger protein 384","ZNF384",171017
"ADAM metallopeptidase with thrombospondin type 1 motif, 19","ADAMTS19",171019
"additional sex combs like 1 (Drosophila)","ASXL1",171023
"synaptopodin 2","SYNPO2",171024
"sperm acrosome associated 4","SPACA4",171169
"ras homolog family member V","RHOV",171177
"NLR family, pyrin domain containing 6","NLRP6",171389
"NS3BP","NS3BP",171391
"zinc finger protein 675","ZNF675",171392
"protein disulfide isomerase family A, member 3 pseudogene","PDIA3P",171423
"citrate lyase beta like","CLYBL",171425
"family with sequence similarity 9, member A","FAM9A",171482
"family with sequence similarity 9, member B","FAM9B",171483
"family with sequence similarity 9, member C","FAM9C",171484
"serine palmitoyltransferase, small subunit A","SPTSSA",171546
"pre T-cell antigen receptor alpha","PTCRA",171558
"polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)","POLR3H",171568
"abhydrolase domain containing 3","ABHD3",171586
"placenta-specific 4","PLAC4",191585
"phosphoglycerate mutase family member 5","PGAM5",192111
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)","B3GNT6",192134
"HIG1 hypoxia inducible domain family, member 2A","HIGD2A",192286
"keratin 24","KRT24",192666
"cystin 1","CYS1",192668
"eukaryotic translation initiation factor 2C, 3","EIF2C3",192669
"eukaryotic translation initiation factor 2C, 4","EIF2C4",192670
"secretory carrier membrane protein 5","SCAMP5",192683
"long intergenic non-protein coding RNA 189","LINC00189",193629
"short chain dehydrogenase/reductase family 16C, member 5","SDR16C5",195814
"AhpC/TSA antioxidant enzyme domain containing 1","AAED1",195827
"zinc finger protein 367","ZNF367",195828
"EMX2 opposite strand/antisense RNA (non-protein coding)","EMX2OS",196047
"phosphatidic acid phosphatase type 2 domain containing 1A","PPAPDC1A",196051
"methyltransferase like 15","METTL15",196074
"myelin protein zero-like 3","MPZL3",196264
"IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)","IMMP1L",196294
"doublecortin domain containing 5","DCDC5",1.00507e+08
"olfactory receptor, family 56, subfamily B, member 4","OR56B4",196335
"keratin 78","KRT78",196374
"Rab interacting lysosomal protein-like 2","RILPL2",196383
"dynein, axonemal, heavy chain 10","DNAH10",196385
"antagonist of mitotic exit network 1 homolog (S. cerevisiae)","AMN1",196394
"deltex homolog 3 (Drosophila)","DTX3",196403
"methyltransferase like 7B","METTL7B",196410
"chromosome 12 open reading frame 77","C12orf77",196415
"zinc finger, C3H1-type containing","ZFC3H1",196441
"chromosome 12 open reading frame 28","C12orf28",196446
"phospholipase B domain containing 2","PLBD2",196463
"family with sequence similarity 71, member C","FAM71C",196472
"coiled-coil glutamate-rich protein 1","CCER1",196477
"family with sequence similarity 86, member A","FAM86A",196483
"chromosome 12 open reading frame 53","C12orf53",196500
"DCP1 decapping enzyme homolog B (S. cerevisiae)","DCP1B",196513
"anoctamin 6","ANO6",196527
"AT rich interactive domain 2 (ARID, RFX-like)","ARID2",196528
"methyltransferase like 21C","METTL21C",196541
"eukaryotic translation elongation factor 1 delta pseudogene 3","EEF1DP3",196549
"V-set and transmembrane domain containing 4","VSTM4",196740
"polyamine oxidase (exo-N4-amino)","PAOX",196743
"family with sequence similarity 24, member B","FAM24B",196792
"uncharacterized LOC196872","MGC23270",196872
"adenylate cyclase 4","ADCY4",196883
"chromosome 14 open reading frame 183","C14orf183",196913
"family with sequence similarity 227, member B","FAM227B",196951
"DNM1 pseudogene 46","DNM1P46",196968
